bid_id,bidder_id,auction,merchandise,device,time,country,ip,url,outcome
1208733,031da7aea2d4b75ac8ecba4825bc1318yki1d,moeme,office equipment,phone134,ninepm,id,247.221.171.216,iso712xxygfw8wm,0
1209486,050a3b29ca1818e1f237df8132bc2013bcuxi,svnjk,mobile,phone4,ninepm,vn,60.96.101.32,vasstdc27m7nks3,0
1228702,0141844fc725a85e38e12cc02fcdbbe8ofqxv,1rc8d,mobile,phone60,ninepm,bd,156.51.241.12,vasstdc27m7nks3,0
1241250,03e884d3e7e3356608187d2345e4693fyt29x,fte90,home goods,phone811,ninepm,id,144.253.142.62,hofn9rh9xwi73fx,0
1250858,012441119bcf83b23d4768bb72cea6d6carua,fedfm,mobile,phone35,ninepm,ng,226.106.122.193,vasstdc27m7nks3,0
1267651,031da7aea2d4b75ac8ecba4825bc1318yki1d,l61zc,office equipment,phone4,ninepm,id,46.186.121.224,nm1y5crnveyp5a6,0
1303670,0181b91f58e6cbaa832235e2879c9c00ovrzi,aeqok,mobile,phone759,ninepm,in,96.190.146.69,u5e0j13rvnyenl9,0
1313032,0141844fc725a85e38e12cc02fcdbbe8ofqxv,jefix,mobile,phone45,ninepm,sd,157.26.142.173,22wyohk8b2rgdx0,0
1321206,0181b91f58e6cbaa832235e2879c9c00ovrzi,55y7n,mobile,phone23,ninepm,in,162.155.113.178,vasstdc27m7nks3,0
1325342,0181b91f58e6cbaa832235e2879c9c00ovrzi,dm7xj,mobile,phone48,ninepm,ua,87.139.200.185,vasstdc27m7nks3,0
1330172,0181b91f58e6cbaa832235e2879c9c00ovrzi,1rc8d,mobile,phone23,ninepm,in,174.42.36.129,vasstdc27m7nks3,0
1331857,0181b91f58e6cbaa832235e2879c9c00ovrzi,dm7xj,mobile,phone48,ninepm,ua,87.139.200.185,lkuacpu4it5zm9w,0
1333786,012441119bcf83b23d4768bb72cea6d6carua,lfz7h,mobile,phone236,ninepm,in,64.118.20.41,b6awg8438upbh6x,0
1340441,0181b91f58e6cbaa832235e2879c9c00ovrzi,7msk4,mobile,phone23,ninepm,in,190.102.128.49,vasstdc27m7nks3,0
1395643,031da7aea2d4b75ac8ecba4825bc1318yki1d,zo1p3,office equipment,phone57,ninepm,id,228.239.59.50,syizgxwt6j0sqo5,0
1404434,0141844fc725a85e38e12cc02fcdbbe8ofqxv,7l830,mobile,phone123,ninepm,in,180.12.178.119,22wyohk8b2rgdx0,0
1413141,0181b91f58e6cbaa832235e2879c9c00ovrzi,38v0a,mobile,phone65,ninepm,in,52.197.138.38,pchaaa94uim5s9p,0
1421954,01eb9dcbd0b3e79d94020d13d83a993ec9d2a,5c9dv,mobile,phone4,ninepm,in,92.157.12.241,vasstdc27m7nks3,0
1428352,0181b91f58e6cbaa832235e2879c9c00ovrzi,jefix,mobile,phone38,ninepm,in,50.201.125.84,x20z5qq1iphi61y,0
1449747,012441119bcf83b23d4768bb72cea6d6carua,aiap1,mobile,phone114,ninepm,in,72.127.230.24,b6awg8438upbh6x,0
1504723,0496c24a6a7f593f28bf7896350e946advl6i,brfm1,mobile,phone273,ninepm,za,203.70.229.164,pwsg7ku7n7935nv,0
1525106,0496c24a6a7f593f28bf7896350e946advl6i,txda4,mobile,phone1701,ninepm,za,149.247.222.82,vasstdc27m7nks3,0
1529274,01c1c7be49cd6cfbb9075925a05c9899p41va,ms86i,sporting goods,phone212,ninepm,my,202.188.174.22,vasstdc27m7nks3,0
1539273,058a4e0ac0a20f504cc9c6aae2a896e6too9v,jefix,mobile,phone316,ninepm,id,158.136.190.179,vasstdc27m7nks3,0
1542436,0496c24a6a7f593f28bf7896350e946advl6i,txda4,mobile,phone25,ninepm,za,149.247.222.82,vasstdc27m7nks3,0
1587302,03e884d3e7e3356608187d2345e4693fyt29x,l61zc,home goods,phone4,ninepm,id,47.26.163.208,vasstdc27m7nks3,0
1589266,012441119bcf83b23d4768bb72cea6d6carua,1l64e,mobile,phone4,ninepm,in,176.50.219.154,vasstdc27m7nks3,0
1601145,012441119bcf83b23d4768bb72cea6d6carua,q925k,mobile,phone4,ninepm,id,93.227.210.179,vasstdc27m7nks3,0
1747084,02030ec48b7179a7fd9950fdf546e3feekkye,92evm,sporting goods,phone45,ninepm,za,254.27.173.14,jdubys7v2u2u1st,0
1749492,0496c24a6a7f593f28bf7896350e946advl6i,lmwb6,mobile,phone289,ninepm,za,172.231.166.70,7smfynadd4ewkj5,0
1812897,03e884d3e7e3356608187d2345e4693fyt29x,fte90,home goods,phone811,ninepm,id,25.178.101.254,hofn9rh9xwi73fx,0
1868732,0496c24a6a7f593f28bf7896350e946advl6i,tc1gr,mobile,phone57,ninepm,za,149.247.222.82,0grk3kcdoewwg9j,0
1913685,0141844fc725a85e38e12cc02fcdbbe8ofqxv,0djmd,mobile,phone76,ninepm,th,24.129.93.179,vasstdc27m7nks3,0
1913804,012441119bcf83b23d4768bb72cea6d6carua,k0h6a,mobile,phone217,ninepm,in,215.21.30.6,b6awg8438upbh6x,0
1917733,0496c24a6a7f593f28bf7896350e946advl6i,hmlsc,mobile,phone262,ninepm,za,53.63.243.30,185qdv06vstfnzj,0
1918876,02cfc97e8fded77671e71e1951723d5fwz6a4,55y7n,mobile,phone65,ninepm,cn,168.239.61.212,vasstdc27m7nks3,0
1925110,055eb52087e0080b8ebca74be4f823f5c819l,cxozc,mobile,phone4,ninepm,th,85.70.61.82,vasstdc27m7nks3,0
1931242,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,nmhpg,mobile,phone656,ninepm,id,31.10.120.253,fy9dbh03iwsutfs,1
1937193,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,udb7l,mobile,phone656,ninepm,id,31.10.120.253,16idysswbyjsnrb,1
1937801,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,srvch,mobile,phone656,ninepm,id,31.10.120.253,ilf4lj6txzokcae,1
1938282,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,6enkh,mobile,phone162,ninepm,my,137.122.156.187,67rk7y2mkxph210,1
1946626,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,xpr53,mobile,phone162,ninepm,my,66.28.37.191,gld1h24h67kztf9,1
1950042,0181b91f58e6cbaa832235e2879c9c00ovrzi,jkyzt,mobile,phone23,ninepm,in,181.238.186.233,vasstdc27m7nks3,0
1953428,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,72ygv,mobile,phone49,ninepm,my,192.148.188.102,2ga2w2z9rxtoaaw,1
1954534,0f3ee77a46dd5a09ad20b7c3e54ec614sbpvb,72ygv,mobile,phone49,ninepm,my,192.148.188.102,irjx7bgdbwp6mmb,1
1955535,03e884d3e7e3356608187d2345e4693fyt29x,ewmzr,home goods,phone220,ninepm,us,89.66.2.166,hofn9rh9xwi73fx,0
1973170,0181b91f58e6cbaa832235e2879c9c00ovrzi,38v0a,mobile,phone65,ninepm,in,171.85.98.82,55xublnyeead4va,0
1981462,012441119bcf83b23d4768bb72cea6d6carua,gi05a,mobile,phone99,ninepm,in,136.214.84.139,b6awg8438upbh6x,0
2005621,01c1c7be49cd6cfbb9075925a05c9899p41va,4qzyd,sporting goods,phone607,ninepm,za,231.102.86.142,vasstdc27m7nks3,0
2011164,06ddad46112881df154e3bda0e90fe880r57n,sd059,sporting goods,phone63,ninepm,sg,228.166.191.46,j37202zn178kpq4,1
2011169,06ddad46112881df154e3bda0e90fe880r57n,alvm5,sporting goods,phone63,ninepm,sg,253.149.12.30,ahuiv2h122g4x93,1
2011185,06ddad46112881df154e3bda0e90fe880r57n,sd059,sporting goods,phone63,ninepm,sg,197.11.93.59,ewhcybucjgd5r7a,1
2011194,06ddad46112881df154e3bda0e90fe880r57n,rw6sk,sporting goods,phone63,ninepm,sg,4.188.15.154,e5866js4tncdi2h,1
2011217,06ddad46112881df154e3bda0e90fe880r57n,sd059,sporting goods,phone63,ninepm,sg,233.56.9.83,j37202zn178kpq4,1
2011225,06ddad46112881df154e3bda0e90fe880r57n,rw6sk,sporting goods,phone63,ninepm,sg,176.26.75.2,ahuiv2h122g4x93,1
2011237,06ddad46112881df154e3bda0e90fe880r57n,3sbcw,sporting goods,phone63,ninepm,sg,36.45.3.127,ewhcybucjgd5r7a,1
2011246,06ddad46112881df154e3bda0e90fe880r57n,xprnc,sporting goods,phone63,ninepm,sg,66.83.64.180,e5866js4tncdi2h,1
2011259,06ddad46112881df154e3bda0e90fe880r57n,sd059,sporting goods,phone63,ninepm,sg,226.174.128.26,vdycu4oudequkzd,1
2011277,06ddad46112881df154e3bda0e90fe880r57n,ysr7u,sporting goods,phone63,ninepm,sg,157.128.65.229,ewhcybucjgd5r7a,1
2011828,03e884d3e7e3356608187d2345e4693fyt29x,tg4rn,home goods,phone8,ninepm,id,220.216.170.202,hofn9rh9xwi73fx,0
2020788,03e884d3e7e3356608187d2345e4693fyt29x,srvch,home goods,phone364,ninepm,id,134.24.68.223,vasstdc27m7nks3,0
2037462,0141844fc725a85e38e12cc02fcdbbe8ofqxv,jkyzt,mobile,phone170,ninepm,bd,27.98.167.29,vasstdc27m7nks3,0
2039965,0496c24a6a7f593f28bf7896350e946advl6i,txda4,mobile,phone31,ninepm,za,149.247.222.82,pwsg7ku7n7935nv,0
2089918,0181b91f58e6cbaa832235e2879c9c00ovrzi,jefix,mobile,phone3,ninepm,in,101.5.126.135,orlbcv764o87h2i,0
2107317,0496c24a6a7f593f28bf7896350e946advl6i,txda4,mobile,phone390,ninepm,za,218.84.251.113,7smfynadd4ewkj5,0
2119519,012441119bcf83b23d4768bb72cea6d6carua,ic5x5,mobile,phone4,ninepm,in,22.136.132.3,vasstdc27m7nks3,0
2138548,012441119bcf83b23d4768bb72cea6d6carua,h1ko2,mobile,phone91,ninepm,tr,40.197.243.157,b6awg8438upbh6x,0
2164419,0496c24a6a7f593f28bf7896350e946advl6i,e6jeb,mobile,phone82,ninepm,za,230.183.0.80,7sir383uwxwr1v5,0
2196209,0181b91f58e6cbaa832235e2879c9c00ovrzi,7msk4,mobile,phone23,ninepm,in,156.32.138.223,vasstdc27m7nks3,0
2204832,04c6b750b0552089c87ae03de72289cfcpfmh,5ny8k,mobile,phone2,ninepm,mx,228.19.84.126,6yxkmmqrelv9o8g,0
2218310,02030ec48b7179a7fd9950fdf546e3feekkye,4qzyd,sporting goods,phone80,ninepm,za,144.24.70.87,vjwdyrbtqkticjn,0
2222324,012441119bcf83b23d4768bb72cea6d6carua,ye64c,mobile,phone83,ninepm,om,138.39.226.73,b6awg8438upbh6x,0
2243088,02030ec48b7179a7fd9950fdf546e3feekkye,4qzyd,sporting goods,phone80,ninepm,za,138.193.66.217,yff3oy98hzvxf6s,0
2250550,02030ec48b7179a7fd9950fdf546e3feekkye,4qzyd,sporting goods,phone80,ninepm,za,204.95.237.35,baukdgbie73c8yj,0
2251098,02030ec48b7179a7fd9950fdf546e3feekkye,4qzyd,sporting goods,phone80,ninepm,za,204.95.237.35,jdubys7v2u2u1st,0
2266334,03e884d3e7e3356608187d2345e4693fyt29x,ixoqw,home goods,phone76,ninepm,id,24.27.106.167,vasstdc27m7nks3,0
2294417,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,1ts6q8i71su0k8z,1
2294550,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,1ts6q8i71su0k8z,1
2294616,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,1ts6q8i71su0k8z,1
2294733,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,gzt8jm8b856j2o3,1
2294867,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,gzt8jm8b856j2o3,1
2294955,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,gzt8jm8b856j2o3,1
2295286,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,tohztqiucccxavi,1
2296741,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,1ts6q8i71su0k8z,1
2296956,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,1ts6q8i71su0k8z,1
2297124,19b39b852ed4abf1ba5b095829e25b946aed1,l98lx,sporting goods,phone46,ninepm,au,8.116.0.253,gzt8jm8b856j2o3,1
2298288,0141844fc725a85e38e12cc02fcdbbe8ofqxv,jkyzt,mobile,phone3,ninepm,in,64.58.227.73,22wyohk8b2rgdx0,0
2309381,0496c24a6a7f593f28bf7896350e946advl6i,cahli,mobile,phone35,ninepm,za,14.103.96.16,vasstdc27m7nks3,0
2339251,0496c24a6a7f593f28bf7896350e946advl6i,xvl1u,mobile,phone1169,ninepm,za,149.247.222.82,33dq9hjo7ijodo7,0
2339810,0496c24a6a7f593f28bf7896350e946advl6i,7bbwd,mobile,phone1169,ninepm,za,149.247.222.82,33dq9hjo7ijodo7,0
2351215,15972a431aed117840dfce5556242366c3fwq,qos1f,books and music,phone46,twelevepm,au,4.26.11.27,9glvwsklfgh260d,1
2351424,17a321c4a0d925ca80507effa52330ac5n5r7,qlnzb,jewelry,phone111,twelevepm,rs,60.82.178.42,8alyseby9wbk3zr,1
2351542,0318e0a173f7c65db40116b903884c854x258,enf1x,sporting goods,phone537,twelevepm,hk,133.176.86.51,bpusvljhtu31ngg,0
2351570,15972a431aed117840dfce5556242366c3fwq,ox9t2,books and music,phone46,twelevepm,au,4.26.11.27,9glvwsklfgh260d,1
2351611,047558bebab9292a5d4c85d6ee768784j2hdd,zc8fu,jewelry,phone4,twelevepm,in,122.82.127.194,vasstdc27m7nks3,0
2351616,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone68,twelevepm,in,148.67.202.244,pmj9zwxgpq6rz2k,0
2351702,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone4,twelevepm,pk,147.81.51.124,vasstdc27m7nks3,0
2351741,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone800,twelevepm,in,238.201.228.235,vasstdc27m7nks3,0
2351744,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone144,twelevepm,in,14.185.183.46,4fwwvx02w8mj608,0
2351778,03aafab9868455b78f0723eda86698ba9v9rm,k3vyk,mobile,phone179,twelevepm,in,131.52.197.200,hu66up3qtwqc0yx,0
2351829,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone159,twelevepm,pk,21.100.85.100,jtleb8j87unjln0,0
2351962,15972a431aed117840dfce5556242366c3fwq,v7rnn,books and music,phone46,twelevepm,au,4.26.11.27,9glvwsklfgh260d,1
2352017,0318e0a173f7c65db40116b903884c854x258,enf1x,sporting goods,phone31,twelevepm,ls,130.225.48.73,oaie0p4p7vrtaex,0
2352234,03aafab9868455b78f0723eda86698ba9v9rm,quq80,mobile,phone4,twelevepm,in,1.130.27.3,vasstdc27m7nks3,0
2352749,15972a431aed117840dfce5556242366c3fwq,qos1f,books and music,phone46,twelevepm,au,4.26.11.27,9glvwsklfgh260d,1
2352837,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone57,twelevepm,in,216.197.201.221,gdwq7djkfv7ohsg,0
2352961,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone179,twelevepm,in,236.184.170.148,oz9m18peyxlerpb,0
2353074,03aafab9868455b78f0723eda86698ba9v9rm,j9xvv,mobile,phone62,twelevepm,in,158.44.221.221,ol2uhf4kjlm946b,0
2353135,0318e0a173f7c65db40116b903884c854x258,enf1x,sporting goods,phone112,twelevepm,ml,184.127.199.70,rnvmiron11xrm89,0
2353156,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone116,twelevepm,in,216.197.201.221,5vbweqatf0defxd,0
2353352,047558bebab9292a5d4c85d6ee768784j2hdd,jqx39,jewelry,phone26,twelevepm,in,148.143.198.225,v3goj3rghhruhrz,0
2353441,03aafab9868455b78f0723eda86698ba9v9rm,16nyi,mobile,phone171,twelevepm,br,13.238.190.182,text8jjjk7u2kt9,0
2353562,0318e0a173f7c65db40116b903884c854x258,3wbwg,sporting goods,phone4,twelevepm,zw,209.75.0.179,vasstdc27m7nks3,0
2353596,0318e0a173f7c65db40116b903884c854x258,pi2fx,sporting goods,phone252,twelevepm,ru,212.122.30.125,vasstdc27m7nks3,0
2353739,03aafab9868455b78f0723eda86698ba9v9rm,cxlov,mobile,phone57,twelevepm,in,151.68.131.88,hu66up3qtwqc0yx,0
2353784,15972a431aed117840dfce5556242366c3fwq,tvu7k,books and music,phone46,twelevepm,au,4.26.11.27,9glvwsklfgh260d,1
2354077,17a321c4a0d925ca80507effa52330ac5n5r7,dvllu,jewelry,phone229,twelevepm,ru,113.174.116.199,vasstdc27m7nks3,1
2354268,0318e0a173f7c65db40116b903884c854x258,sm0bp,sporting goods,phone224,twelevepm,ru,210.145.89.236,vasstdc27m7nks3,0
2354348,0318e0a173f7c65db40116b903884c854x258,srclh,sporting goods,phone20,twelevepm,ru,137.180.230.72,vasstdc27m7nks3,0
2354445,0318e0a173f7c65db40116b903884c854x258,sm0bp,sporting goods,phone20,twelevepm,ru,156.172.3.148,vasstdc27m7nks3,0
2355016,0318e0a173f7c65db40116b903884c854x258,enf1x,sporting goods,phone11,twelevepm,bj,16.47.216.132,vasstdc27m7nks3,0
2355088,0318e0a173f7c65db40116b903884c854x258,gst86,sporting goods,phone4,twelevepm,zw,209.75.0.179,vasstdc27m7nks3,0
2355709,03aafab9868455b78f0723eda86698ba9v9rm,zpwjd,mobile,phone76,twelevepm,in,5.146.235.202,vasstdc27m7nks3,0
2355757,041d869edcadf595b90e3b5248903183pn754,70klo,mobile,phone28,twelevepm,in,236.136.9.171,vasstdc27m7nks3,1
2356400,03aafab9868455b78f0723eda86698ba9v9rm,r2dim,mobile,phone256,twelevepm,in,198.114.223.255,hu66up3qtwqc0yx,0
2356451,03aafab9868455b78f0723eda86698ba9v9rm,l20tl,mobile,phone35,twelevepm,in,94.147.14.1,vasstdc27m7nks3,0
2356802,17a321c4a0d925ca80507effa52330ac5n5r7,mtg9u,jewelry,phone22,twelevepm,nl,26.251.100.185,5roro09tppf5ixp,1
2357054,01c5692d487454cdbe731df330bef608f48zz,l8qqr,books and music,phone4,twelevepm,bd,57.101.190.69,vasstdc27m7nks3,0
2357610,01c5692d487454cdbe731df330bef608f48zz,ev7jg,books and music,phone26,twelevepm,bd,159.80.115.224,01o6gphhv3nyf92,0
2357696,01c5692d487454cdbe731df330bef608f48zz,n8mdh,books and music,phone195,twelevepm,bd,87.2.115.75,vasstdc27m7nks3,0
2358500,03aafab9868455b78f0723eda86698ba9v9rm,r2dim,mobile,phone4,twelevepm,in,171.109.176.98,vasstdc27m7nks3,0
2358573,17a321c4a0d925ca80507effa52330ac5n5r7,strbn,jewelry,phone373,twelevepm,cz,71.132.199.137,7pwsx2e55ckbccw,1
2359449,17a321c4a0d925ca80507effa52330ac5n5r7,hi7or,jewelry,phone59,twelevepm,za,101.172.68.99,sfpt2p7p8zj436v,1
2359874,03aafab9868455b78f0723eda86698ba9v9rm,r2dim,mobile,phone35,twelevepm,in,203.57.59.176,vasstdc27m7nks3,0
2360815,041d869edcadf595b90e3b5248903183pn754,pc4gs,mobile,phone640,twelevepm,uk,4.185.225.28,vasstdc27m7nks3,1
2361023,041d869edcadf595b90e3b5248903183pn754,pc4gs,mobile,phone178,twelevepm,uk,163.217.207.124,vasstdc27m7nks3,1
2363841,041d869edcadf595b90e3b5248903183pn754,0q8ac,mobile,phone28,twelevepm,ar,255.73.168.163,vasstdc27m7nks3,1
2364607,041d869edcadf595b90e3b5248903183pn754,vj51v,mobile,phone469,twelevepm,za,117.22.153.104,vasstdc27m7nks3,1
2367001,17a321c4a0d925ca80507effa52330ac5n5r7,tsbtt,jewelry,phone598,twelevepm,de,96.110.81.233,vasstdc27m7nks3,1
2367157,041d869edcadf595b90e3b5248903183pn754,pc4gs,mobile,phone640,twelevepm,uk,181.101.97.80,vasstdc27m7nks3,1
2367874,041d869edcadf595b90e3b5248903183pn754,pc4gs,mobile,phone28,twelevepm,uk,181.101.97.80,vasstdc27m7nks3,1
2368007,041d869edcadf595b90e3b5248903183pn754,e18bw,mobile,phone110,twelevepm,za,162.136.61.234,vasstdc27m7nks3,1
2368100,17a321c4a0d925ca80507effa52330ac5n5r7,lwgcc,jewelry,phone6,twelevepm,uk,6.192.198.142,5roro09tppf5ixp,1
2368375,061690ceb6004807b7906968bf382dfcbve7y,5g293,mobile,phone28,twelevepm,my,233.123.111.236,vasstdc27m7nks3,1
2369306,01a39439e7afbdcfe385eedbddb23d76zgdrg,swj3d,mobile,phone142,twelevepm,bd,154.187.219.247,vasstdc27m7nks3,0
2370090,0353aa9e97bd46119c90b8892f99982esfem3,jqx39,jewelry,phone65,twelevepm,cn,90.53.91.254,vasstdc27m7nks3,0
2370348,0353aa9e97bd46119c90b8892f99982esfem3,gz40m,jewelry,phone65,twelevepm,cn,103.236.40.120,vasstdc27m7nks3,0
2371667,17a321c4a0d925ca80507effa52330ac5n5r7,strbn,jewelry,phone300,twelevepm,ph,111.3.138.93,h26spjh3n5pfxyu,1
2371983,041d869edcadf595b90e3b5248903183pn754,dlxv4,mobile,phone6,twelevepm,ar,83.26.205.11,vasstdc27m7nks3,1
2372166,01a39439e7afbdcfe385eedbddb23d76zgdrg,5edd6,mobile,phone45,twelevepm,id,185.67.92.189,apbo5a5edyxgr7q,0
2372832,01c5692d487454cdbe731df330bef608f48zz,fdxvu,books and music,phone638,twelevepm,bd,74.255.156.217,var6r343h382k4v,0
2373285,17a321c4a0d925ca80507effa52330ac5n5r7,lwgcc,jewelry,phone300,twelevepm,ph,111.3.138.93,h26spjh3n5pfxyu,1
2373396,01c5692d487454cdbe731df330bef608f48zz,bf08w,books and music,phone195,twelevepm,bd,87.2.115.75,vasstdc27m7nks3,0
2373873,01c5692d487454cdbe731df330bef608f48zz,ojbfm,books and music,phone4,twelevepm,bd,223.86.20.131,vasstdc27m7nks3,0
2375435,17a321c4a0d925ca80507effa52330ac5n5r7,uadbw,jewelry,phone17,twelevepm,ph,129.17.66.57,zbvzsu3dnk70nk6,1
2381781,041d869edcadf595b90e3b5248903183pn754,vj51v,mobile,phone28,twelevepm,za,102.97.151.229,vasstdc27m7nks3,1
2383193,01c5692d487454cdbe731df330bef608f48zz,rzlck,books and music,phone215,twelevepm,bd,185.11.117.222,1mn010ffpahixvb,0
2384206,061690ceb6004807b7906968bf382dfcbve7y,vnsl2,mobile,phone110,twelevepm,th,72.128.131.28,vasstdc27m7nks3,1
2387328,01c5692d487454cdbe731df330bef608f48zz,fdxvu,books and music,phone170,twelevepm,bd,57.101.190.69,vasstdc27m7nks3,0
2389799,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,rauqx,sporting goods,phone4,twelevepm,id,180.214.47.59,vasstdc27m7nks3,0
2390293,01c5692d487454cdbe731df330bef608f48zz,swj3d,books and music,phone170,twelevepm,bd,57.101.190.69,vasstdc27m7nks3,0
2391256,01c5692d487454cdbe731df330bef608f48zz,ojbfm,books and music,phone170,twelevepm,bd,57.101.190.69,vasstdc27m7nks3,0
2404178,15972a431aed117840dfce5556242366c3fwq,racqh,books and music,phone91,twelevepm,id,134.117.103.238,k6x4ynnla0xxvx7,1
2406812,15972a431aed117840dfce5556242366c3fwq,gz40m,books and music,phone91,twelevepm,id,34.198.228.186,kc0ldoczi2x2lmf,1
2409607,01a39439e7afbdcfe385eedbddb23d76zgdrg,r2dim,mobile,phone216,twelevepm,in,119.62.106.117,4d6e3ocssmqvxe2,0
2426924,01a39439e7afbdcfe385eedbddb23d76zgdrg,zi5ks,mobile,phone83,twelevepm,om,155.77.185.250,cgr0lgqtdrx9glb,0
2429958,0353aa9e97bd46119c90b8892f99982esfem3,so4vz,jewelry,phone2,twelevepm,id,2.161.201.243,znohzmsw8n7wv97,0
2431231,15972a431aed117840dfce5556242366c3fwq,racqh,books and music,phone91,twelevepm,id,134.117.103.238,k6x4ynnla0xxvx7,1
2431353,061690ceb6004807b7906968bf382dfcbve7y,vnsl2,mobile,phone28,twelevepm,th,75.175.255.7,vasstdc27m7nks3,1
2433164,03244a553a252dcc3a3037f0371c8d33fmpd1,62d9x,jewelry,phone842,twelevepm,in,82.36.206.227,d1v8jbfxawip13i,0
2439300,061690ceb6004807b7906968bf382dfcbve7y,vnsl2,mobile,phone219,twelevepm,th,225.144.165.24,vasstdc27m7nks3,1
2450261,061690ceb6004807b7906968bf382dfcbve7y,znmxf,mobile,phone6,twelevepm,my,211.163.219.144,vasstdc27m7nks3,1
2453918,0353aa9e97bd46119c90b8892f99982esfem3,sz5za,jewelry,phone57,twelevepm,my,192.42.227.110,mtpwo4sdeck27j1,0
2454941,061690ceb6004807b7906968bf382dfcbve7y,jzwu0,mobile,phone28,twelevepm,my,245.199.204.9,vasstdc27m7nks3,1
2463077,024937af9ea18a2b57e4f08762d181f7s8a3z,jqx39,mobile,phone65,twelevepm,in,184.14.70.42,v7wcr0aiqyl7s7r,0
2466899,03244a553a252dcc3a3037f0371c8d33fmpd1,557vg,jewelry,phone99,twelevepm,,241.115.173.39,lbutlcm3thtme31,0
2469736,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone143,twelevepm,se,171.189.28.156,uluuitc9auz9skq,0
2470512,01a39439e7afbdcfe385eedbddb23d76zgdrg,5plqr,mobile,phone4,twelevepm,in,220.223.6.36,vasstdc27m7nks3,0
2476132,01a39439e7afbdcfe385eedbddb23d76zgdrg,47b95,mobile,phone5,twelevepm,in,124.237.86.198,vasstdc27m7nks3,0
2482136,0353aa9e97bd46119c90b8892f99982esfem3,wpaup,jewelry,phone143,twelevepm,id,46.94.100.63,e9nql4ugl6g64pn,0
2489260,0589cf78c4bece729f0ac620557210e13no3n,jqx39,mobile,phone65,twelevepm,cn,70.201.203.177,vasstdc27m7nks3,0
2501797,00a0517965f18610417ee784a05f494d4dw6e,l3o6q,books and music,phone451,twelevepm,bh,103.165.41.136,kk7rxe25ehseyci,0
2502642,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,ykklp,sporting goods,phone4,twelevepm,id,58.182.140.37,vasstdc27m7nks3,0
2506759,15972a431aed117840dfce5556242366c3fwq,dnyzp,books and music,phone2955,twelevepm,ca,231.43.49.99,9glvwsklfgh260d,1
2509288,0580f2e77b4c0dd3b5cda8a1641cb9fenmo0i,8tdpu,sporting goods,phone452,twelevepm,id,95.115.120.60,vasstdc27m7nks3,0
2511691,15972a431aed117840dfce5556242366c3fwq,js6lm,books and music,phone2955,twelevepm,au,4.26.11.27,wmpr2nh83ryf2fz,1
2517020,0353aa9e97bd46119c90b8892f99982esfem3,9c2io,jewelry,phone598,twelevepm,us,142.53.62.27,80djvk367926r7j,0
2544696,0353aa9e97bd46119c90b8892f99982esfem3,wpaup,jewelry,phone15,twelevepm,id,95.115.120.60,vasstdc27m7nks3,0
2551264,060ac64ff78ae62e9bc697192cebea333760p,1cbiu,home goods,phone22,twelevepm,in,0.143.150.6,0ouidywz6fbry9x,1
2551298,060ac64ff78ae62e9bc697192cebea333760p,47b95,home goods,phone22,twelevepm,in,0.143.150.6,0ouidywz6fbry9x,1
2554846,01a39439e7afbdcfe385eedbddb23d76zgdrg,t2fon,mobile,phone267,twelevepm,in,139.143.150.33,0bmvl64ppeyljr0,0
